paragraph_index,text,assigned_narrator,confidence,probabilities
392,Lily shook her head. “I liked it. I collected pictures and I drew pictures and I looked at the pictu...,1,0.9999193262187697,"[7.92776587882488e-13, 0.9999193262187697, 8.051177211699758e-05, 2.3736307460178745e-20, 1.620083201626413e-07]"
393,"Miri and I looked at each other. “Alive,” we said. “Alive like how?” I added.",2,0.9999999999411555,"[1.2324478196107275e-31, 0.0, 0.9999999999411555, 1.6442528125102233e-205, 5.884420522321862e-11]"
394,Lily laughed. “Alive like they were alive. They talked and moved and told me who I was. I’ll never f...,1,0.9999833987653386,"[2.8612061584622918e-24, 0.9999833987653386, 1.6599941190709606e-05, 3.442368506874178e-96, 1.2934703145344629e-09]"
395,“What did they say to you?” I can’t remember which of us asked that.,2,1.0,"[3.620698486255297e-242, 0.0, 1.0, 6.669288814631967e-207, 5.192879239663831e-21]"
396,"“Lily Silver, you are more precious than gold,” Lily chanted, and she looked a little bit different,...",1,0.9999691784702083,"[2.721720853123226e-22, 0.9999691784702083, 3.076668479073529e-05, 9.43104741522385e-92, 5.484500147553793e-08]"
397,“Is that all they said?”,2,1.0,"[0.0, 0.0, 1.0, 2.5657405817875608e-260, 3.812074459869508e-29]"
398,Lily gave me a handful of notes to sign; I scrawled my name and passed them to Miri.,4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0]"
399,"“It was all I needed. I’m not even sure if they spoke out loud. I was very lonely. Nobody’s fault, t...",1,0.9995139046034475,"[2.0136732220777135e-26, 0.9995139046034475, 0.0004860939172351003, 4.729511422776827e-37, 1.4793174343171867e-09]"
400,"I didn’t say anything, but I knew what I thought; it was her mother’s fault for abandoning her. Babi...",4,1.0,"[0.0, 0.0, 0.0, 3.376994766583247e-28, 1.0]"
401,"Miri and I wanted to know what they looked like, the people that Lily drew. Lily laid five stamps on...",4,0.9999999999995879,"[0.0, 0.0, 0.0, 4.1201626808114073e-13, 0.9999999999995879]"
402,“We used to visit? Here?”,2,1.0,"[0.0, 0.0, 1.0, 0.0, 3.2189981444301164e-45]"
403,"“We did, and your dad too. Then when you were three, your GrandAnna had a crack-up. A . . . well, a ...",1,0.9956884954746166,"[3.849997428437108e-27, 0.9956884954746166, 0.00431150239758974, 3.678469543326246e-40, 2.127793374281006e-09]"
404,"“I remember,” my sister said. This was news. I stared at her but she didn’t look up from the cards o...",1,0.9999892114844847,"[9.697021799197422e-14, 0.9999892114844847, 1.0788227423664444e-05, 8.598546443775238e-27, 2.879946574572916e-10]"
405,"Lily stretched her legs out in front of her and cricked her neck. “Oh yes? What do you remember, my ...",2,1.0,"[0.0, 0.0, 1.0, 8.113320257907173e-78, 2.644214272585714e-21]"
406,"“GrandAnna’s crack-up. It was like the heraldic pelican,” Miri said. She put her pen in her mouth, t...",1,0.9999799919403443,"[1.4467014326227236e-16, 0.9999799919403443, 1.9995548872375665e-05, 3.0200496328361645e-49, 1.2510783558253724e-08]"
407,“Oh was it . . . was it like the heraldic pelican?” I said.,2,0.9999999999999529,"[2.9915795901066572e-49, 0.0, 0.9999999999999529, 2.434088033427798e-102, 4.727205308002303e-14]"
408,Lily tugged my earlobe. “Let your sister speak.”,1,0.9999998154620081,"[3.909768036389274e-61, 0.9999998154620081, 1.8453798275486467e-07, 1.8019264371722022e-184, 9.130339583287778e-15]"
409,"“It was,” said Miri. “The bird that pecks itself to death to feed its children. She tried to give us...",1,0.9999473536831184,"[4.9119575323518757e-20, 0.9999473536831184, 5.2646144343266625e-05, 9.075985527651562e-62, 1.725381163990313e-10]"
410,"I looked at Lily. “I did say you wouldn’t remember,” Lily said, calmly. “I can’t think where you got...",1,0.9999783633372942,"[2.7970039031832376e-24, 0.9999783633372942, 2.1636469626727755e-05, 7.559792380471964e-112, 1.9307877872805242e-10]"
411,"Miri turned to me. “She rubbed it on our lips, Eliot, but you wiped it off.”",1,0.9999633952171336,"[2.010219014315328e-22, 0.9999633952171336, 3.660478223753326e-05, 2.6907146283002284e-129, 6.28515542612041e-13]"
412,"“Er . . . I think I’d definitely remember that,” I said.",1,0.9999598823602258,"[1.1518305242736334e-41, 0.9999598823602258, 4.011763975434276e-05, 3.305252305393618e-137, 2.0052060785666607e-14]"
413,"“Miranda,” Lily said, and we knew she was getting annoyed because the music in her voice was stronge...",1,0.9999479129405211,"[1.6429719263983996e-14, 0.9999479129405211, 5.2085400221513855e-05, 2.2877381988340405e-61, 1.6592407794466107e-09]"
414,"“Her whole hand was covered with blood, and she had her hand over her face and we could see her look...",1,0.9999969666554697,"[1.430465466542921e-34, 0.9999969666554697, 6.310216686405996e-11, 0.0, 3.0332814281884655e-06]"
415,“There is nothing . . . mysterious and gothic about a crack-up. If anything it’s just . . . sad.” Li...,1,0.9584933534513954,"[6.578575304388954e-26, 0.9584933534513954, 0.04149813561463647, 7.100155708526078e-30, 8.510933968161734e-06]"
416,"“Lily couldn’t stop her,” Miri said.",1,0.9997241893446567,"[3.8677271487047704e-49, 0.9997241893446567, 0.0002758106553435313, 4.798743159555334e-248, 8.967917072090798e-21]"
417,“Leave your GrandAnna alone.” Lily sounded as if she was unable to believe that she had to say it. M...,4,1.0,"[0.0, 0.0, 0.0, 1.47774550882303e-122, 1.0]"
418,I remember once I raised my voice at Miri and our GrandAnna jumped and burst into tears that seemed ...,1,0.9999808480376652,"[2.911730342397481e-14, 0.9999808480376652, 1.9151802286742375e-05, 9.052235417094825e-32, 1.6001866472289887e-10]"
419,Miri looked at me narrowly and I went and sat in a corner because we thought it was my fault; I’d do...,4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0]"
420,And I don’t remember Miri saying anything about the goodlady before that.,1,0.9999999999951584,"[4.035577877852124e-43, 0.9999999999951584, 4.8415749163133636e-12, 2.5451820619128983e-76, 5.6003703715350605e-25]"
421,"I am here, reading with you. I am reading this over your shoulder. I make your home home, I’m the Br...",1,0.9999699776426856,"[3.4529528593221934e-08, 0.9999699776426856, 2.9974411719242464e-05, 1.5750371455117423e-17, 1.3416066355314458e-08]"
422,"Luc knows this feeling, from an early visit he made here with Lily and the twins. He knew that I was...",4,0.6184745368102955,"[9.847461259355886e-48, 1.1776655021907366e-07, 0.38152534542308425, 6.979502816527708e-14, 0.6184745368102955]"
423,"Before Luc could speak this time, Eliot wobbled over to Lily, wearing a look of grim determination p...",1,0.9999985144791659,"[1.4080814830518274e-33, 0.9999985144791659, 1.4839133393697022e-06, 2.597145016020611e-139, 1.6074948093305223e-09]"
424,"Eliot didn’t answer, and he didn’t let go of her hair. He sat down hard, trying to drag Lily’s foreh...",1,0.9999972918470454,"[1.0107415710085941e-27, 0.9999972918470454, 2.7081529539684044e-06, 6.593528561766086e-97, 5.134719935856638e-16]"
425,"Luc didn’t know why he couldn’t move. I knew why; it was because I’d leant all my weight, every wall...",4,1.0,"[0.0, 0.0, 0.0, 1.6100567566186131e-82, 1.0]"
426,"Miranda, on one of the armchairs with her lap full of Barbie dolls and her thumb in her mouth, empti...",0,1.0,"[1.0, 0.0, 0.0, 6.149924222883493e-63, 0.0]"
427,"She raised her hand to the back of Eliot’s neck and pinched him hard. She did the same to Miranda, d...",1,0.9999990184277262,"[4.0772656808995367e-16, 0.9999990184277262, 9.81555435084368e-07, 1.622711045624437e-35, 1.6838725163199104e-11]"
428,The twins let go of their mother immediately.,1,0.9999999999974407,"[5.725271489844973e-53, 0.9999999999974407, 2.5590752025902338e-12, 4.755289375238327e-118, 5.813575447509039e-27]"
429,"All three of them laughed, and their eyes were full of tears.",1,0.9999998399210547,"[1.8226150986505216e-24, 0.9999998399210547, 1.6007891219587487e-07, 9.068596298597788e-83, 3.3187953157807665e-14]"
430,"Luc walked away and went out again, let himself in through the front door this time, noisily this ti...",1,0.9999965134726448,"[6.704242883734674e-37, 0.9999965134726448, 3.486527353907242e-06, 8.921302021504878e-57, 1.1385577138724787e-15]"
431,"“Hello!” he called, before he even reached the sitting room this time.",0,1.0,"[1.0, 0.0, 0.0, 1.3890705416252894e-125, 0.0]"
432,“Hello!” they all called back.,0,1.0,"[1.0, 0.0, 0.0, 5.8680229183456636e-185, 0.0]"
433,"Good mother, good father, good children, all watched over by me.",1,0.9999999943898139,"[3.7295868216404505e-75, 0.9999999943898139, 5.6101849484646325e-09, 8.702572357611001e-91, 1.167965061424171e-15]"
434,Miranda avoided dinner on New Year’s Eve by pretending to be asleep when Luc called her. She was rea...,1,0.9999795596331835,"[3.126427821287181e-10, 0.9999795596331835, 2.043966439396482e-05, 1.3647210798016775e-40, 3.897794051398583e-10]"
435,When Luc had gone she locked the door and searched a drawer at the top of her wardrobe for the last ...,1,0.9999984946545594,"[4.497239641216478e-17, 0.9999984946545594, 1.5051752832229687e-06, 4.7106693277847056e-33, 1.7015712959944774e-10]"
436,She put the Crests’ greatest hits album into her CD player and skipped through to “Flower of Love.”,1,0.9999943108128075,"[2.3095398691183634e-39, 0.9999943108128075, 5.689187141702309e-06, 3.834399354945022e-162, 5.073759425264632e-14]"
437,Plastic was usually very satisfying. A fifty-millimetre wad of it was tough to chew away from the ma...,1,0.9999744608608676,"[1.16859929881076e-19, 0.9999744608608676, 3.6993290645400945e-10, 1.4386547462646394e-287, 2.5538769199663184e-05]"
438,She changes all the time,1,1.0,"[1.4833919094627221e-38, 1.0, 3.4863881802222905e-29, 0.0, 3.4772876579898215e-73]"
439,It was 6:00 AM in Haiti when she decided on a midnight feast. She touched the knob at the top of her...,1,0.7154588985472516,"[4.447580354550195e-16, 0.7154588985472516, 0.2833057505360837, 2.554646479915405e-18, 0.0012353509166641596]"
440,"She left her room and knocked on Eliot’s door, to see if he was back from wherever he’d gone for the...",2,0.9229650125162925,"[7.461351641213157e-52, 0.0, 0.9229650125162925, 3.5925695904364044e-07, 0.07703462822674877]"
441,"The lift from the ground floor to the first floor, then from first to second, second to third, then ...",3,1.0,"[1.776567004069031e-43, 0.0, 0.0, 1.0, 0.0]"
442,"In the dining room she looked glumly at the plate on the table before her. Beef stew and potatoes, t...",2,0.9658970136165421,"[2.9640110988194264e-31, 0.0012843862798360278, 0.9658970136165421, 1.9098098357560373e-12, 0.032818600101712274]"
443,"When she paused to chew, she bumped noses with someone who lifted their head from her plate at the s...",1,0.9999964224670378,"[3.362741666282844e-13, 0.9999964224670378, 3.5767463727972067e-06, 3.028076236244251e-22, 7.862535277004124e-10]"
444,"“Who’s there?” she said, ridiculously, because the kitchen was empty. She grabbed some kitchen towel...",2,0.999929913374288,"[4.824586212972594e-32, 0.0, 0.999929913374288, 2.5008550644837883e-41, 7.008662571197199e-05]"
445,"All the vegetables had disappeared. She had eaten the meat first, as she had told herself she would,...",1,0.9998767760502832,"[9.959163088663366e-11, 0.9998767760502832, 0.00012313123297747242, 6.989228816855227e-73, 9.261714716677482e-08]"
446,The girl sitting across from her smiled. Her teeth were jagged. She had been there since Miranda had...,2,0.7773419937020261,"[3.5294522690838134e-25, 0.2226141389250151, 0.7773419937020261, 2.623965873736544e-20, 4.386737295905765e-05]"
447,"The front door slammed. The noise of it was like language, and, obedient to it, Miranda put her coat...",1,0.9999754423187295,"[1.2191890451418242e-18, 0.9999754423187295, 2.4550686586510726e-05, 3.135151847386191e-47, 6.994683691979251e-09]"
448,"The street outside was strewn with bits of houses, whole window frames lying halfway across shattere...",4,0.9999995951318559,"[0.0, 0.0, 0.0, 4.048681442950561e-07, 0.9999995951318559]"
449,—she saw the moon turn away,1,0.99999999999969,"[1.2337750062957514e-89, 0.99999999999969, 3.095630589469802e-13, 0.0, 1.2053035885891502e-36]"
450,and the trees thrashing to save their roots,1,1.0,"[8.761079022205985e-52, 1.0, 3.8001530095966664e-17, 2.774467434133156e-140, 8.342316420011948e-35]"
451,"dogs in every house around that still stood, their barking distant as if from inside a single locked...",1,0.997165972699151,"[1.0883731531516868e-61, 0.997165972699151, 3.4726399301460714e-14, 2.253520764917e-312, 0.0028340273008141325]"
452,"which she did, kicking and yelling like the first day in her GrandAnna’s house, only she was going s...",2,0.9999999836650152,"[1.4150478525253268e-117, 0.0, 0.9999999836650152, 1.8894366307369e-173, 1.6334984103668976e-08]"
453,(Because plastic is not satisfying this night,1,0.9999999999999947,"[2.2541976432136302e-42, 0.9999999999999947, 5.363868983584544e-15, 1.8645564311815923e-90, 3.725552581319189e-21]"
454,"As for beef, as for his Frenchie beef and fucking potatoes, ha ha)",1,0.999999990178849,"[1.9725894149898415e-19, 0.999999990178849, 9.821150775848282e-09, 4.308827975339958e-47, 2.801734536469905e-18]"
455,"Across the cliffs, Dover Castle was black. The sun was rising and the sea was changing colour, but t...",1,0.9999995850342005,"[3.703087048994695e-21, 0.9999995850342005, 4.0057074537320054e-07, 1.278053682800225e-63, 1.4395054038217665e-08]"
456,"Miranda knelt, her hands holding tight to the safety bars. Someone floated facedown at the foot of t...",1,0.9999998119106158,"[3.438697759394178e-19, 0.9999998119106158, 1.8808929995855578e-07, 4.83141719538874e-31, 8.425534345014077e-14]"
457,"We died this morning, she thought, then saw a scrap of colour. The body wore green. Whoever was floa...",1,0.9999962603101471,"[1.7806842668157086e-25, 0.9999962603101471, 3.739617797081307e-06, 2.6508424814202102e-61, 7.205537806267016e-11]"
458,"Sleep came at last, so miraculously and completely that she walked home through the empty streets un...",1,0.9999999271645198,"[8.292188837442915e-37, 0.9999999271645198, 7.283210705777363e-08, 1.1900013933322423e-289, 3.3731419469074522e-12]"
459,She didn’t realise she was asleep until a tapping on her door woke her.,1,0.9999999023557938,"[1.066207491736295e-24, 0.9999999023557938, 9.76442065432125e-08, 4.2865529792209365e-128, 5.749468432540787e-19]"
460,"Her father came in, squinting, pretending he couldn’t see her in the dark of her room.",1,0.9999870109361634,"[8.98496601588804e-27, 0.9999870109361634, 1.2989044644736027e-05, 2.460595761615005e-75, 1.9191690133085864e-11]"
461,"“Morning,” she said, holding the question mark back with effort. She was no longer sure what the tim...",1,0.9999804823186204,"[1.1680567744796035e-19, 0.9999804823186204, 1.9516552570537105e-05, 9.145725642687224e-29, 1.1288093626042743e-09]"
462,"“I’m about to interview someone to replace Ezma, but someone else is about to check out,” Luc began ...",1,0.9999984985725541,"[4.739528724594771e-62, 0.9999984985725541, 1.5014264448269578e-06, 6.40005501974183e-100, 1.0012567143608381e-12]"
463,"Miranda waved a hand. “Take their money, take the room key, print out a receipt,” she recited.",1,0.9999961255018354,"[4.322164958322549e-45, 0.9999961255018354, 3.874498148463445e-06, 4.741492396881136e-115, 1.6016617664982238e-14]"
464,"Luc nodded. “And check the room, please. So I know what needs doing.”",1,0.9999931258603706,"[5.2416821340953284e-76, 0.9999931258603706, 6.874139629274639e-06, 1.8276207211307128e-294, 7.676332592981189e-17]"
465,"Miranda got out of bed to show her intention of moving soon. When he left, she sat down again. Her k...",1,0.9999996365036269,"[1.247074560880317e-32, 0.9999996365036269, 3.6349635784793696e-07, 1.2070760123919969e-89, 1.5136178406924993e-14]"
466,"The woman Luc was interviewing was a black woman, short and round, with a placid gaze. An orange hea...",4,1.0,"[0.0, 0.0, 0.0, 1.14901652432732e-20, 1.0]"
467,"Miranda couldn’t take her eyes off the scars across the woman’s cheekbone, four horizontal stripes t...",1,0.9984165378577726,"[8.12866824568469e-11, 0.9984165378577726, 0.0015834385439854354, 7.043185051959048e-30, 2.3516955060947766e-08]"
468,"“Thanks, Miri.” Luc looked at the woman who sat beside him on the sofa, then back at Miri. “This is ...",1,0.9999992575896315,"[6.423898347253858e-34, 0.9999992575896315, 7.424103683267953e-07, 1.5763018517198572e-63, 1.5102695592022722e-16]"
469,"The introduction meant that Sade must be the one who was getting the job. Miranda, Luc and Sade got ...",1,0.9999813153002414,"[2.231681010436328e-21, 0.9999813153002414, 1.868335173023765e-05, 1.2751708122372322e-64, 1.3480287097228744e-09]"
470,"They started at the bottom and climbed up. Sade stopped in one of the guest rooms, her hand on the w...",1,0.9999825246329651,"[1.269606892917605e-25, 0.9999825246329651, 1.7475362524448033e-05, 7.122713930593926e-52, 4.510273257724451e-12]"
471,"All three of them listened without speaking. Now that she’d said it, it was true. The sounds in the ...",1,0.9999912908103239,"[2.787197512514403e-13, 0.9999912908103239, 8.70913954389736e-06, 4.042380716750879e-37, 4.9853564767657054e-11]"
472,lived quite long. She didn’t die until 1994. A reason why Lily never felt motherless was that her mo...,2,0.9930943272201492,"[8.999514855120658e-45, 0.0, 0.9930943272201492, 1.605619331419034e-06, 0.006904067160519384]"
473,One blessing born from Lily’s never knowing her mother is that Lily never knew how selfish her mothe...,4,1.0,"[0.0, 0.0, 0.0, 1.309270159565732e-17, 1.0]"
474,Maybe she was not really like that. It’s just that I would prefer you to think that what happened to...,1,0.9999889555988379,"[1.039643288017713e-09, 0.9999889555988379, 1.1041437131177216e-05, 1.679454277180216e-26, 1.9243878564881875e-09]"
475,"She exclaimed, but not overmuch. She wasn’t particularly clever. She picked up her bag and went expl...",1,0.9897111116081253,"[6.601240538336043e-12, 0.9897111116081253, 0.010284747758337074, 5.2599773518034055e-18, 4.140626936437442e-06]"
476,"I am not sure if she was lonely. She smiled to herself, and played little games of dress-up with her...",2,0.8487414340800695,"[2.8159546062046923e-39, 0.0, 0.8487414340800695, 0.009275903067739486, 0.14198266285219083]"
477,"Don’t feel sorry for Jennifer. Why should you? She lived long and relatively well, and she was kept ...",2,0.9916814743500162,"[1.2850945503175104e-28, 0.0, 0.9916814743500162, 7.326446821531385e-30, 0.008318525649983864]"
478,"Believe it, don’t believe it, as you will. Of course there is the idea that Anna caught Jennifer and...",1,0.9999702129470014,"[1.4393752292484697e-11, 0.9999702129470014, 2.978292062089569e-05, 8.766059221504631e-63, 4.117983910662088e-09]"
479,"Lily died Eliot and Miranda had gone to school separately, Eliot coasting away on his bike each morn...",1,0.8986850283901596,"[8.372358722086117e-13, 0.8986850283901596, 0.09760392650693997, 4.11544405540284e-13, 0.003711045101651684]"
480,Miranda asked if she could try some of the milk. Eliot obliged her without comment and nodded sagely...,1,0.9999907850021285,"[8.07732181658056e-26, 0.9999907850021285, 9.214996855401143e-06, 1.4540949098672597e-66, 1.0161971605700435e-12]"
481,At assembly she realised she’d forgotten her hymnal at home. She looked around helplessly as the hea...,3,1.0,"[0.0, 0.0, 0.0, 1.0, 8.415591731519364e-28]"
482,"When the bell rang for lunch, Miranda unchained Eliot’s bike and rode downhill and then uphill again...",2,0.9748507476127043,"[1.1942134890869688e-20, 0.004919213695931588, 0.9748507476127043, 1.8972647438805336e-14, 0.020230038691345337]"
483,She was not sure what time it was; when she looked at the sun she could understand that it had chang...,4,1.0,"[0.0, 0.0, 0.0, 1.283288876769531e-21, 1.0]"
484,Her hands were pinned behind her and she was knocked down by a deft kick to the back of her knee. Al...,1,0.99993440076709,"[3.344566419626096e-11, 0.99993440076709, 6.55875488447493e-05, 1.0685966095946637e-25, 1.165061936434755e-08]"
485,"“Oh God,” said Miranda. “Come on. Really?”",2,0.999999999999992,"[7.566832016760251e-15, 0.0, 0.999999999999992, 0.0, 1.14948021747174e-25]"
486,"A girl she recognised but had never spoken to was crouched by her, holding the knife. She was one of...",2,0.9999999954133058,"[4.1005991362891046e-66, 0.0, 0.9999999954133058, 1.6033368951016306e-56, 4.586694261268637e-09]"
487,"Miranda said, “May I get up, please?” She was lying on her front and it was hurting her neck to have...",2,0.9959387640378914,"[2.0435248710629873e-78, 0.0, 0.9959387640378914, 7.185666481388724e-225, 0.004061235962109956]"
488,"“No, you certainly may not,” the girl said, mimicking Miranda’s accent. Then she grew serious again....",2,0.9999999941607138,"[6.785430145730173e-71, 0.0, 0.9999999941607138, 1.7442818196556765e-60, 5.83928604631161e-09]"
489,“I don’t know what you’re talking about.”,1,0.9999981724034658,"[1.12362403614267e-34, 0.9999981724034658, 1.827596534104779e-06, 1.1378302543182553e-149, 6.713172998378896e-19]"
490,"Another girl came into view, looking so much like the first girl that Miranda thought she might be h...",1,0.9999998572954074,"[1.7343282244042464e-42, 0.9999998572954074, 1.42704592303953e-07, 2.0911005466400344e-75, 2.6409434569784412e-18]"
491,"“We saw you,” the second girl said. “You and Amir, you and Farouk, you and Agim, you and whoever. Th...",1,0.9999376269980982,"[2.156702060705981e-15, 0.9999376269980982, 6.23730012790916e-05, 2.2238815816578575e-61, 6.207488354674851e-13]"
492,"Miranda thought about screaming. But she’d never been one for raising her voice, and an unpractised ...",1,0.9999999850622664,"[1.0697391580849973e-30, 0.9999999850622664, 1.4937733659090688e-08, 2.7957373403986593e-61, 2.5318538026063865e-17]"
493,"Instead she said, “Listen, I really don’t know what or whom you are talking about. You have mistaken...",1,0.9999815297600932,"[1.1218067931105422e-25, 0.9999815297600932, 1.8470239904794545e-05, 1.972772669854535e-104, 1.5554442135339757e-15]"
494,Tijana appeared behind the first two girls.,1,0.999999999999921,"[6.322032363442417e-42, 0.999999999999921, 7.905322816644788e-14, 1.0237595667641098e-121, 1.658823635752874e-17]"
495,"Miranda said, “Tijana—”",1,0.9997477763029624,"[2.702517437141574e-94, 0.9997477763029624, 0.0002522236970368746, 0.0, 1.2832276787799659e-42]"
496,"“Agim is my cousin.” She said it flatly, and she said it in such a way that Miranda understood that ...",1,0.999786466135306,"[5.261031216184992e-08, 0.999786466135306, 0.00020919641824317895, 2.579641792073015e-47, 4.284836138773713e-06]"
497,"“Agim is my cousin,” Tijana repeated.",1,0.9999865934125136,"[3.7300968702691464e-60, 0.9999865934125136, 1.3406587486317418e-05, 3.868863112922612e-135, 2.2265632630305597e-18]"
498,"“Who is Agim?” Miranda asked, desperately.",2,1.0,"[9.489125440130723e-83, 0.0, 1.0, 3.756376600321315e-229, 2.860874706714701e-29]"
499,Silence and adamant eyes.,1,1.0,"[1.1025681506221563e-74, 1.0, 1.3352645958770343e-19, 5.44224277088337e-144, 6.257413150223883e-23]"
500,"“I’ve been away for months,” Miranda babbled. “Doing my lessons in bed. I’ve been . . . away. If you...",2,0.8268688751703652,"[2.72333471079594e-40, 0.17313090534625772, 0.8268688751703652, 2.2682608255544787e-57, 2.1948337723854417e-07]"
501,"Tijana looked into Miranda’s eyes and seemed, for the first time, unsure.",1,0.9999996127916665,"[6.733046434779327e-50, 0.9999996127916665, 3.872080607179018e-07, 8.276203767909693e-91, 2.729134641683064e-13]"
502,"“She’s lying, man. It’s her,” one of the other girls said, then, to Miranda, “Now you tell us how th...",1,0.9999671304859004,"[2.2506601782370302e-24, 0.9999671304859004, 3.286685117948829e-05, 3.654327294490679e-85, 2.6629202621814168e-09]"
503,"“Hold on,” Tijana said. “Maybe she means it. It may be. She wasn’t at school for months.”",1,0.9997343929132231,"[1.3479232712527576e-27, 0.9997343929132231, 0.00026560708621683115, 8.841243965564828e-67, 5.599413533922444e-13]"
504,Miranda took a close look at the back of her mind while the other two girls considered. She thought ...,1,0.9988755492678641,"[2.177739227968688e-11, 0.9988755492678641, 0.0011238536921520392, 2.660414978412175e-29, 5.970182062692064e-07]"
505,She pushed and kicked Eliot’s bike so that it rattled far ahead of her until the way was smooth enou...,4,1.0,"[0.0, 0.0, 0.0, 3.308044181852743e-173, 1.0]"
506,"When she finally went into the house, there were three cardboard boxes on the staircase that led up ...",1,0.9999990985645764,"[6.464770304760713e-21, 0.9999990985645764, 9.012829254744407e-07, 2.053275478935483e-26, 1.5249787738042595e-10]"
507,"“Sade. First of all let me tell you that you can’t put pepper in the baked beans, you really can’t.”",1,0.999988024269232,"[4.123439688182132e-22, 0.999988024269232, 1.1975720930899681e-05, 3.708679608374233e-38, 9.837056050725538e-12]"
508,“Why not? They don’t taste of anything.”,2,1.0,"[2.684631890845456e-201, 0.0, 1.0, 5.2546545235570735e-96, 2.0412948965418564e-28]"
509,"Miranda looked inside one of the boxes, not knowing what she expected to see—garish prints, a Bible,...",1,0.999986083706635,"[4.148122740331864e-18, 0.999986083706635, 1.3873754333066992e-05, 1.3753512443538668e-29, 4.253903209646256e-08]"
510,Two houseguests picked their way around the first of the boxes on their way downstairs. They were a ...,1,0.9999998275500521,"[6.0308540531339535e-16, 0.9999998275500521, 1.638752982520837e-07, 9.140772533781408e-182, 8.574649048104804e-09]"
511,"In order to avoid a repeat occurrence, she sidestepped into the sitting room and looked through the ...",1,0.9996614962231071,"[2.903804998419595e-11, 0.9996614962231071, 0.00033849929954192574, 6.978451931960388e-34, 4.448312936151378e-09]"
512,After some time she noticed Eliot had come home. He was standing in the sitting-room doorway with hi...,1,0.9999999981272776,"[3.299650397429896e-29, 0.9999999981272776, 1.872722325900244e-09, 1.6773602109636333e-60, 2.3209482850597777e-16]"
513,"“I’m sorry I took your bike! But I think it was fated. Some girls tried to kill me,” she said, as so...",0,1.0,"[1.0, 0.0, 0.0, 1.3993860581450465e-54, 0.0]"
514,"By the time she’d explained properly, he was pacing the room worriedly. “We have to sort this out,” ...",1,0.9995636995654629,"[1.0183227150189184e-27, 0.9995636995654629, 0.00043630026036032974, 5.82595410750648e-84, 1.741771228591291e-10]"
515,“What shall I do?” Miranda asked.,2,1.0,"[8.644066972428102e-166, 0.0, 1.0, 5.187462769472e-311, 1.3231062147911928e-20]"
516,"“Two choices. Number one—Martin and I go after these girls and beat them with sticks—okay, you’re no...",1,0.9999985411751648,"[8.636197070794041e-22, 0.9999985411751648, 9.935239820418905e-07, 4.055861440078504e-135, 4.653008528463984e-07]"
517,He stopped and looked at her carefully.,1,0.9999999999885336,"[7.824013928926901e-39, 0.9999999999885336, 1.1466343131045516e-11, 2.562288910562106e-160, 1.2050028309926964e-25]"
518,"“Because you haven’t got anything to do with this,” he reminded her. “I mean, what? The very idea of...",2,0.9999999979910492,"[6.962210483789543e-19, 0.0, 0.9999999979910492, 3.8820064522955556e-112, 2.008950784878779e-09]"
519,Miranda crumpled the sheets of newspaper on her lap.,1,0.9999999999996687,"[1.9111701441569683e-35, 0.9999999999996687, 3.312549612402666e-13, 4.0103820530937797e-69, 1.2866144816303153e-21]"
520,"“I am very concerned,” she said, in a small voice, “that this will not end well. They seemed convinc...",1,0.9999198576172805,"[1.8001374058343748e-30, 0.9999198576172805, 8.014221207134653e-05, 1.2683295663397325e-98, 1.7064850233588824e-10]"
521,"Eliot pulled her to her feet. “There is no way, Miri,” he said. “No way in the world.” Grey eyes con...",4,1.0,"[0.0, 0.0, 0.0, 2.777400460882882e-17, 1.0]"
522,"“Come and have some dinner,” he said.",1,0.9999859173604638,"[1.5309287460490996e-70, 0.9999859173604638, 1.4082639536268373e-05, 6.90421811416012e-309, 1.4446656622983147e-23]"
523,"“In a minute,” she said. “Go. I’ll see you in there.”",1,0.9999157131998857,"[2.6940522603206827e-43, 0.9999157131998857, 8.428680011401679e-05, 1.0112273965478136e-141, 1.0568800613099884e-17]"
524,"“The new housekeeper is interesting,” he said, on his way out of the room. “She asked Dad if he had ...",1,0.999832828875503,"[2.3065237611014206e-13, 0.999832828875503, 0.0001670934136591151, 3.621099677525382e-21, 7.771060737448746e-08]"
525,"“I don’t like her,” Miranda said. Then, confused, she said, “Oh, I do.”",1,0.9999836516601903,"[1.31183405999514e-49, 0.9999836516601903, 1.634833980985242e-05, 3.959353707973149e-130, 5.551387715288181e-18]"
526,Eliot rolled his eyes. “You don’t have to make an immediate decision about it.”,1,0.9999984708568078,"[5.287681386880914e-29, 0.9999984708568078, 1.5291431186496472e-06, 1.1506964455503008e-99, 7.348460779608053e-14]"
527,That night it rained and a disconsolate wowowowow came down the chimney and flew around the rooms. M...,1,0.9999949093408309,"[3.0077883460625864e-19, 0.9999949093408309, 5.090653108314331e-06, 1.943491309499097e-46, 6.0605338893603846e-12]"
528,“What do you think of Poe?”,2,1.0,"[0.0, 0.0, 1.0, 1.252888852016622e-229, 2.0857433982955198e-30]"
529,“He’s awful. He was obviously . . . what’s the term . . . ‘disappointed in love’ at some point. He p...,2,0.9884118610029375,"[3.889706389188794e-33, 0.01132208979191358, 0.9884118610029375, 9.504530796324202e-21, 0.0002660492051490893]"
