paragraph_index,text,assigned_narrator,confidence,probabilities
143,"The letter read: Dear Miranda Silver, This house is bigger than you know! There are extra floors, wi...",8,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
144,This is the end of our letter.,0,0.9999999996960618,"[0.9999999996960618, 0.0, 0.0, 0.0, 1.9381763886548753e-49, 0.0, 3.0393644203875273e-10, 0.0, 0.0]"
145,"Yours sincerely, Deme and Suryaz Kosarzadeh Miranda folded the letter several times and put it in he...",5,0.999999953463669,"[0.0, 0.0, 4.653633085648552e-08, 0.0, 0.0, 0.999999953463669, 0.0, 0.0, 0.0]"
146,Miranda went down through the trapdoor and curled up in a corner of the indoor bomb shelter. She cri...,5,0.9999999954722334,"[0.0, 0.0, 4.52776622226371e-09, 0.0, 0.0, 0.9999999954722334, 0.0, 0.0, 0.0]"
147,"To live here without Lily . . . Miranda found that the sadness was far far bigger than her, and it w...",5,0.9999999999350635,"[0.0, 0.0, 6.493666008468706e-11, 0.0, 0.0, 0.9999999999350635, 0.0, 0.0, 0.0]"
148,"Christmas was dismal. We went to Paris as usual, to stay with our grandparents (Dad’s parents, I mea...",6,0.999999993314578,"[0.0, 0.0, 0.0, 0.0, 6.685421843384043e-09, 0.0, 0.999999993314578, 0.0, 0.0]"
149,"Miri and I call our grandfather The Paul. He is very wrinkled, quite stooped, smiles amiably and is ...",6,0.9999999957955783,"[0.0, 0.0, 0.0, 0.0, 4.20442118833229e-09, 0.0, 0.9999999957955783, 0.0, 0.0]"
150,"Miri was like a mini-Sylvie, but she hadn’t always been. I can’t remember when she stopped wearing j...",4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
151,Lily had perfected a way of talking to me with her gaze elsewhere but her head slightly turned towar...,1,1.0,"[0.0, 1.0, 0.0, 0.0, 3.7576328482894745e-34, 0.0, 0.0, 0.0, 0.0]"
152,On Boxing Day I came down early in the morning. I had heard someone moving around downstairs and tho...,6,0.9999997941654754,"[0.0, 0.0, 0.0, 0.0, 2.058345246710861e-07, 0.0, 0.9999997941654754, 0.0, 0.0]"
153,The red on her mouth was so strong; maybe it was just the early morning but I’d never seen a red as ...,1,1.0,"[0.0, 1.0, 0.0, 0.0, 1.4515995056671431e-25, 0.0, 0.0, 0.0, 0.0]"
154,"I shook my head but couldn’t speak. We both considered the lawn outside the window, Sylvie and The P...",3,1.0,"[0.0, 0.0, 0.0, 1.0, 1.0872994640143822e-29, 0.0, 0.0, 0.0, 0.0]"
155,Just before we left for home I tried once more to make the bird fly. I opened the window of my room ...,6,0.9999999997525659,"[0.0, 0.0, 0.0, 0.0, 2.474335225924453e-10, 0.0, 0.9999999997525659, 0.0, 0.0]"
156,"Miri spent most of the train journey to Calais trying to flirt with the bird, but it ignored her, sn...",4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
157,I took the letter out of her hands and opened it for her. She had been offered a place. I kissed her...,6,0.9999999999963887,"[0.0, 0.0, 0.0, 0.0, 3.6118982735635534e-12, 0.0, 0.9999999999963887, 0.0, 0.0]"
158,Lily wasn’t even an hour into her final trip abroad when Miranda fell into conversation with the goo...,7,0.999994050395441,"[0.0, 0.0, 5.949604559106503e-06, 0.0, 0.0, 0.0, 0.0, 0.999994050395441, 0.0]"
159,Eliot was writing his own answer to the question next door in his room. Both Miranda and Eliot under...,5,0.9999999951612075,"[0.0, 0.0, 4.83879419387821e-09, 0.0, 0.0, 0.9999999951612075, 0.0, 0.0, 0.0]"
160,"She sat at her desk in the psychomantium, pushing her feet in and out of her shoes and sighing as th...",5,0.9999999961230053,"[0.0, 0.0, 3.876995909655121e-09, 0.0, 0.0, 0.9999999961230053, 0.0, 0.0, 0.0]"
161,"Miranda’s hair poured over her face and onto her paper and pen, and she pushed it back so that it al...",5,0.9999999999887272,"[0.0, 0.0, 1.1271127028547907e-11, 0.0, 0.0, 0.9999999999887272, 0.0, 0.0, 0.0]"
162,"Goodlady, are you really good? yes Even when no one is looking? of course But do you understand your...",7,1.0,"[0.0, 0.0, 0.0, 0.0, 1.4596593703744064e-18, 0.0, 0.0, 1.0, 0.0]"
163,"You are not good, she accused.",5,1.0,"[0.0, 0.0, 2.3645295035602735e-51, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
164,The answer she wrote unnerved her because the handwriting was truly different from her own. It was h...,5,0.9999999999150262,"[0.0, 0.0, 8.497234010894202e-11, 0.0, 0.0, 0.9999999999150262, 0.0, 0.0, 0.0]"
165,"neither are you Miranda tapped her pen against her teeth, read over what she’d written. She ripped t...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
166,"Our great-grandmother, GrandAnna, the one who left the house to Lily, was named Anna Good. There’s a...",3,1.0,"[0.0, 0.0, 0.0, 1.0, 4.866509189967303e-29, 0.0, 1.9807111958347823e-31, 0.0, 0.0]"
167,GrandAnna’s hair was very white and came down over her shoulders in a great mass. Lily used to have ...,6,0.9999999999901252,"[0.0, 0.0, 0.0, 0.0, 9.874975031255748e-12, 0.0, 0.9999999999901252, 0.0, 0.0]"
168,"The psychomantium used to be Lily’s room. There was a dressing table in there, and a velvet, high-ba...",6,0.99999999984494,"[0.0, 0.0, 0.0, 0.0, 1.5505973593339605e-10, 0.0, 0.99999999984494, 0.0, 0.0]"
169,Lily gave me a handful of notes to sign; I scrawled my name and passed them to Miri.,1,1.0,"[0.0, 1.0, 0.0, 0.0, 3.57726285536114e-67, 0.0, 0.0, 0.0, 0.0]"
170,"I didn’t say anything, but I knew what I thought; it was her mother’s fault for abandoning her. Babi...",4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
171,I remember once I raised my voice at Miri and our GrandAnna jumped and burst into tears that seemed ...,6,0.9999999999211084,"[0.0, 0.0, 0.0, 0.0, 7.889143450875491e-11, 0.0, 0.9999999999211084, 0.0, 0.0]"
172,Miri looked at me narrowly and I went and sat in a corner because we thought it was my fault; I’d do...,1,1.0,"[0.0, 1.0, 0.0, 0.0, 2.6393070584401774e-87, 0.0, 0.0, 0.0, 0.0]"
173,And I don’t remember Miri saying anything about the goodlady before that.,0,0.9999961145098738,"[0.9999961145098738, 0.0, 0.0, 0.0, 1.7957503982771176e-32, 0.0, 3.885490125318171e-06, 0.0, 0.0]"
174,"I am here, reading with you. I am reading this over your shoulder. I make your home home, I’m the Br...",6,0.9999999982358725,"[1.7640540388382407e-09, 0.0, 0.0, 0.0, 7.36209386042613e-14, 0.0, 0.9999999982358725, 0.0, 0.0]"
175,"Luc knows this feeling, from an early visit he made here with Lily and the twins. He knew that I was...",3,0.9993748937017365,"[0.0, 0.0, 0.0, 0.9993748937017365, 3.1517350834744854e-09, 0.0, 0.0006251031465282072, 0.0, 0.0]"
176,"Eliot didn’t answer, and he didn’t let go of her hair. He sat down hard, trying to drag Lily’s foreh...",5,1.0,"[0.0, 0.0, 3.8138147608327397e-34, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
177,"Luc didn’t know why he couldn’t move. I knew why; it was because I’d leant all my weight, every wall...",4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
178,"She raised her hand to the back of Eliot’s neck and pinched him hard. She did the same to Miranda, d...",5,1.0,"[0.0, 0.0, 8.950412804693405e-19, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
179,The twins let go of their mother immediately.,5,1.0,"[0.0, 0.0, 1.2614496642229987e-45, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
180,"All three of them laughed, and their eyes were full of tears.",5,1.0,"[0.0, 0.0, 3.4219679968584985e-27, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
181,"Luc walked away and went out again, let himself in through the front door this time, noisily this ti...",5,1.0,"[0.0, 0.0, 3.7215060374980605e-23, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
182,"Good mother, good father, good children, all watched over by me.",0,0.9999999999999911,"[0.9999999999999911, 0.0, 0.0, 0.0, 4.620964363153985e-72, 0.0, 8.882915324341743e-15, 0.0, 0.0]"
183,Miranda avoided dinner on New Year’s Eve by pretending to be asleep when Luc called her. She was rea...,5,0.9999999999999893,"[0.0, 0.0, 1.0177054252224032e-14, 0.0, 0.0, 0.9999999999999893, 0.0, 0.0, 0.0]"
184,When Luc had gone she locked the door and searched a drawer at the top of her wardrobe for the last ...,5,0.9999999999999503,"[0.0, 0.0, 4.99818048245662e-14, 0.0, 0.0, 0.9999999999999503, 0.0, 0.0, 0.0]"
185,Plastic was usually very satisfying. A fifty-millimetre wad of it was tough to chew away from the ma...,5,0.999978493957309,"[0.0, 0.0, 2.1506042689976015e-05, 0.0, 0.0, 0.999978493957309, 0.0, 0.0, 0.0]"
186,She changes all the time It was 6:00 AM in Haiti when she decided on a midnight feast. She touched t...,5,0.9999999464062178,"[0.0, 0.0, 5.3593781293038205e-08, 0.0, 0.0, 0.9999999464062178, 0.0, 0.0, 0.0]"
187,"She left her room and knocked on Eliot’s door, to see if he was back from wherever he’d gone for the...",3,1.0,"[0.0, 0.0, 0.0, 1.0, 5.186834798894312e-47, 0.0, 0.0, 0.0, 0.0]"
188,"When she paused to chew, she bumped noses with someone who lifted their head from her plate at the s...",5,0.9999999999957829,"[0.0, 0.0, 4.218030337751601e-12, 0.0, 0.0, 0.9999999999957829, 0.0, 0.0, 0.0]"
189,"All the vegetables had disappeared. She had eaten the meat first, as she had told herself she would,...",5,0.9999999999997833,"[0.0, 0.0, 2.164140753009452e-13, 0.0, 0.0, 0.9999999999997833, 0.0, 0.0, 0.0]"
190,The girl sitting across from her smiled. Her teeth were jagged. She had been there since Miranda had...,5,0.9999999994238813,"[0.0, 0.0, 5.761194318529352e-10, 0.0, 0.0, 0.9999999994238813, 0.0, 0.0, 0.0]"
191,"The front door slammed. The noise of it was like language, and, obedient to it, Miranda put her coat...",5,1.0,"[0.0, 0.0, 1.5157991958535395e-19, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
192,"The street outside was strewn with bits of houses, whole window frames lying halfway across shattere...",3,0.9999999954264691,"[0.0, 0.0, 4.573530926507625e-09, 0.9999999954264691, 0.0, 0.0, 0.0, 0.0, 0.0]"
193,"Miranda knelt, her hands holding tight to the safety bars. Someone floated facedown at the foot of t...",5,1.0,"[0.0, 0.0, 3.2680151189992444e-21, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
194,"We died this morning, she thought, then saw a scrap of colour. The body wore green. Whoever was floa...",6,0.9999999999999876,"[0.0, 0.0, 0.0, 0.0, 1.2054297440793202e-14, 0.0, 0.9999999999999876, 0.0, 0.0]"
195,"Sleep came at last, so miraculously and completely that she walked home through the empty streets un...",5,1.0,"[0.0, 0.0, 6.802773358189092e-16, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
196,She didn’t realise she was asleep until a tapping on her door woke her.,5,1.0,"[0.0, 0.0, 7.518804849808309e-40, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
197,"Her father came in, squinting, pretending he couldn’t see her in the dark of her room.",5,1.0,"[0.0, 0.0, 3.746604465534969e-19, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
198,"Miranda got out of bed to show her intention of moving soon. When he left, she sat down again. Her k...",5,1.0,"[0.0, 0.0, 2.080049058387702e-29, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
199,"The woman Luc was interviewing was a black woman, short and round, with a placid gaze. An orange hea...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
200,"Miranda couldn’t take her eyes off the scars across the woman’s cheekbone, four horizontal stripes t...",5,1.0,"[0.0, 0.0, 4.870057108566665e-16, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
201,"All three of them listened without speaking. Now that she’d said it, it was true. The sounds in the ...",5,0.9999999999999964,"[0.0, 0.0, 2.0997784421771597e-15, 0.0, 0.0, 0.9999999999999964, 0.0, 0.0, 0.0]"
202,lived quite long. She didn’t die until 1994. A reason why Lily never felt motherless was that her mo...,4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
203,One blessing born from Lily’s never knowing her mother is that Lily never knew how selfish her mothe...,3,0.9999999953274639,"[0.0, 0.0, 0.0, 0.9999999953274639, 4.672536388447839e-09, 0.0, 0.0, 0.0, 0.0]"
204,"She exclaimed, but not overmuch. She wasn’t particularly clever. She picked up her bag and went expl...",6,0.9999999980495229,"[0.0, 0.0, 0.0, 0.0, 1.9504764424263763e-09, 0.0, 0.9999999980495229, 0.0, 0.0]"
205,"Don’t feel sorry for Jennifer. Why should you? She lived long and relatively well, and she was kept ...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
206,"Believe it, don’t believe it, as you will. Of course there is the idea that Anna caught Jennifer and...",3,1.0,"[0.0, 0.0, 2.865833217481324e-27, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
207,"When the bell rang for lunch, Miranda unchained Eliot’s bike and rode downhill and then uphill again...",5,0.9999997280147653,"[0.0, 0.0, 2.7198523618010347e-07, 0.0, 0.0, 0.9999997280147653, 0.0, 0.0, 0.0]"
208,She was not sure what time it was; when she looked at the sun she could understand that it had chang...,2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
209,Her hands were pinned behind her and she was knocked down by a deft kick to the back of her knee. Al...,5,0.9999999999998188,"[0.0, 0.0, 1.7996293680123913e-13, 0.0, 0.0, 0.9999999999998188, 0.0, 0.0, 0.0]"
210,"Another girl came into view, looking so much like the first girl that Miranda thought she might be h...",5,1.0,"[0.0, 0.0, 2.1402238390491804e-26, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
211,"Miranda thought about screaming. But she’d never been one for raising her voice, and an unpractised ...",5,1.0,"[0.0, 0.0, 4.263873722258357e-19, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
212,Tijana appeared behind the first two girls.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
213,Silence and adamant eyes.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
214,"Tijana looked into Miranda’s eyes and seemed, for the first time, unsure.",0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
215,Miranda took a close look at the back of her mind while the other two girls considered. She thought ...,5,0.9999999992316724,"[0.0, 0.0, 7.683282352951396e-10, 0.0, 0.0, 0.9999999992316724, 0.0, 0.0, 0.0]"
216,She pushed and kicked Eliot’s bike so that it rattled far ahead of her until the way was smooth enou...,2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
217,"When she finally went into the house, there were three cardboard boxes on the staircase that led up ...",5,0.9999999999787512,"[0.0, 0.0, 2.1248418088308008e-11, 0.0, 0.0, 0.9999999999787512, 0.0, 0.0, 0.0]"
218,"Miranda looked inside one of the boxes, not knowing what she expected to see—garish prints, a Bible,...",5,0.9999999992792361,"[0.0, 0.0, 7.207648809685774e-10, 0.0, 0.0, 0.9999999992792361, 0.0, 0.0, 0.0]"
219,Two houseguests picked their way around the first of the boxes on their way downstairs. They were a ...,5,0.9999999999998508,"[0.0, 0.0, 1.4781408691231285e-13, 0.0, 0.0, 0.9999999999998508, 0.0, 0.0, 0.0]"
220,"In order to avoid a repeat occurrence, she sidestepped into the sitting room and looked through the ...",5,0.9999999999998934,"[0.0, 0.0, 1.0512994821160665e-13, 0.0, 0.0, 0.9999999999998934, 0.0, 0.0, 0.0]"
221,After some time she noticed Eliot had come home. He was standing in the sitting-room doorway with hi...,5,1.0,"[0.0, 0.0, 7.767031913958057e-18, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
222,He stopped and looked at her carefully.,5,1.0,"[0.0, 0.0, 2.5907307530384886e-35, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
223,Miranda crumpled the sheets of newspaper on her lap.,5,1.0,"[0.0, 0.0, 2.550449246937194e-25, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
224,That night it rained and a disconsolate wowowowow came down the chimney and flew around the rooms. M...,5,1.0,"[0.0, 0.0, 5.312350301660872e-16, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
225,Miranda had found a pen somewhere. She fixed it into Eliot’s hair. She wrapped four strands around i...,5,1.0,"[0.0, 0.0, 1.104111396260745e-15, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
226,"Luc put his paper down, cleared his throat, changed the TV channel.",5,1.0,"[0.0, 0.0, 1.987092449954283e-36, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
227,"Miranda and Eliot waited, but Luc didn’t elaborate. Eliot sniggered, and the pen fell out of his hai...",5,1.0,"[0.0, 0.0, 1.950475061083895e-19, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
228,There was an especial horror in lying with her eyes closed and her thoughts coming too quickly and s...,5,1.0,"[0.0, 0.0, 1.1133320481101515e-23, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
229,"After Luc and Eliot had gone to bed, she watched as many adverts as she could and scribbled notes, p...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
230,"Uneasily, Miranda came into the light. She did not feel steady on her feet. She thought she had bett...",5,0.9999999999996589,"[0.0, 0.0, 3.4028774900879647e-13, 0.0, 0.0, 0.9999999999996589, 0.0, 0.0, 0.0]"
231,"Sade took her arm and led her to a kitchen stool, then, when Miranda was unable to climb onto it, Sa...",5,0.999999966180234,"[0.0, 0.0, 3.381976633760908e-08, 0.0, 0.0, 0.999999966180234, 0.0, 0.0, 0.0]"
232,"Miranda found it easy to look into Sade’s eyes. The pupils were simple, and the whites were slightly...",5,1.0,"[0.0, 0.0, 5.866210409264658e-18, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
233,"Sade brought Miranda some water and a small plate of fried, crispy batter. The pieces looked like br...",5,0.999999999999801,"[0.0, 0.0, 1.9894602357022505e-13, 0.0, 0.0, 0.999999999999801, 0.0, 0.0, 0.0]"
234,She shrugged and took a piece herself when Miranda waved the plate away.,5,1.0,"[0.0, 0.0, 9.120499816960916e-42, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
235,Sade looked so alarmed that Miranda thought the topic must be the utmost taboo. Then she saw herself...,6,0.9999977388689116,"[0.0, 0.0, 0.0, 0.0, 2.2611310876795873e-06, 0.0, 0.9999977388689116, 0.0, 0.0]"
236,Sade turned Miranda’s head away from the terrible face.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
237,"(I’m very hungry) Sade offered her the plate of fritters again, then, after some hesitation, a handf...",6,0.9999999638723842,"[0.0, 0.0, 0.0, 0.0, 3.612761536632227e-08, 0.0, 0.9999999638723842, 0.0, 0.0]"
238,She pulled her finger through a knot.,5,1.0,"[0.0, 0.0, 2.453530443432981e-36, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
239,During one English lesson Martin sat next to her. She was surprised; they hadn’t spoken properly sin...,2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
240,"At the end of the lesson, he put his arm around the back of her chair.",5,1.0,"[0.0, 0.0, 5.835824731497363e-31, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
241,"She wondered when it was coming, the stupid thing she was going to say to him.",5,1.0,"[0.0, 0.0, 4.2054566506964324e-30, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
242,She had no idea what people wore to the pub. She had better wear what she always wore. Later she hop...,5,0.9999999727037941,"[0.0, 0.0, 2.7296204459321665e-08, 0.0, 0.0, 0.9999999727037941, 0.0, 0.0, 0.0]"
243,"Their group sat at a corner table, the girls all strawberry lip gloss, halter-neck tops and bare leg...",5,0.9999989973238375,"[0.0, 0.0, 1.0026761611762675e-06, 0.0, 0.0, 0.9999989973238375, 0.0, 0.0, 0.0]"
244,It took her a moment to place him. Jalil. They had had once done a presentation to their class on La...,5,0.999999999999897,"[0.0, 0.0, 1.0409869752223196e-13, 0.0, 0.0, 0.999999999999897, 0.0, 0.0, 0.0]"
245,"As if watching a slide show, she saw a series of gashes on arms and faces. They emerged so naturally...",5,0.9999999810160214,"[0.0, 0.0, 1.898397883664177e-08, 0.0, 0.0, 0.9999999810160214, 0.0, 0.0, 0.0]"
246,She shook her head. He offered to show her a strange thing he could do instead. With an expression o...,5,0.9999999949749245,"[0.0, 0.0, 5.025076625622858e-09, 0.0, 0.0, 0.9999999949749245, 0.0, 0.0, 0.0]"
247,"She took Jalil’s hand and held it, pretending, for a minute, to be in love. She looked attentively a...",5,0.9999999999991864,"[0.0, 0.0, 8.128279526115751e-13, 0.0, 0.0, 0.9999999999991864, 0.0, 0.0, 0.0]"
248,Emma texted me: Jean de Bergieres—they searched for her in the oven(!) and found her in the attic . ...,8,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
249,I texted back: And what did they do when they found her? Her: Raped her—seven of them.,4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
250,Me: O no! Her: Breathe. This was in 14thC France. Church had outlawed brothels and locals were despe...,8,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
251,Me: Actually just about to commit a couple of v brutal crimes. Wld be helpful to see them put into h...,6,1.0,"[0.0, 0.0, 0.0, 0.0, 6.968208478676984e-25, 0.0, 1.0, 0.0, 0.0]"
252,Her: I miss you. Also miss my hair. Can we forget drunk pre-Christmas stupidness (mine)? As soon as ...,4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
253,When I moved past her I saw that she’d hurt her hands; she had a plaster wrapped around each fingert...,4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
254,She gestured towards an array of lidded tubs she’d stacked up on the counter nearest the fridge.,5,1.0,"[0.0, 0.0, 6.347473375542796e-31, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
255,"I nodded to show that I understood, stuffed my letters into my back pocket and left the kitchen. I h...",6,0.9999999752628778,"[2.4737120608876634e-08, 0.0, 0.0, 0.0, 1.8625897025277184e-15, 0.0, 0.9999999752628778, 0.0, 0.0]"
256,I sighed and put my jacket on.,6,1.0,"[4.7889946759769853e-20, 0.0, 0.0, 0.0, 3.2292050053613255e-38, 0.0, 1.0, 0.0, 0.0]"
257,"Dad had had Lily’s Haiti photos developed, and (Taking the film out of that camera, closing the back...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
258,You can only take pictures like that if you’re able to see ghosts. Lily could. Miri too. Why can’t I...,4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
259,"Miranda was pleased with the idea of a whistler as a witch, and she let out a long, unmusical whistl...",5,1.0,"[0.0, 0.0, 1.0281382678936125e-17, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
260,The front door banged.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
261,Sade and Miranda looked at each other significantly.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
262,"Sade turned up the volume on the kitchen radio. Up at the port, fifty-eight people had been found de...",5,0.9999999996999556,"[0.0, 0.0, 3.0004273434732835e-10, 0.0, 0.0, 0.9999999996999556, 0.0, 0.0, 0.0]"
263,"Eyes closed, Sade stroked the scars on her cheek.",5,1.0,"[0.0, 0.0, 2.175704992732875e-30, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
264,"She drew her scarf around her neck and wriggled into her coat, swinging the heavy carrier bag as if ...",5,0.9999999995875406,"[0.0, 0.0, 4.12459821636117e-10, 0.0, 0.0, 0.9999999995875406, 0.0, 0.0, 0.0]"
265,No reply. She tried to add up how many days the couple had booked in for; she should look in her fat...,2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
266,The doorbell rang.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
267,"As soon as he was out of sight, she thought charitably of him. It had been brave to bring the flower...",5,0.9999999897073408,"[0.0, 0.0, 1.0292658791732103e-08, 0.0, 0.0, 0.9999999897073408, 0.0, 0.0, 0.0]"
268,Monday was also a day Miri said she’d stay at home. I went out to the garden to get my bike and she ...,6,0.999999999991811,"[0.0, 0.0, 0.0, 0.0, 8.18911762251247e-12, 0.0, 0.999999999991811, 0.0, 0.0]"
269,She threw her head back as if on a ride.,5,1.0,"[0.0, 0.0, 1.1487094237945607e-56, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
270,The lift door closed on her smile.,5,1.0,"[0.0, 0.0, 4.1122274026665846e-47, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
271,On my way back from lunch I saw Tijana standing at the school gate. She had her blazer thrown over h...,6,0.9999991681178614,"[0.0, 0.0, 0.0, 0.0, 8.318821379401945e-07, 0.0, 0.9999991681178614, 0.0, 0.0]"
272,"The boy on the bike looked at me patiently, waiting for me to go away. He looked as if he hoped he w...",6,0.9999999999999982,"[0.0, 0.0, 0.0, 0.0, 1.494869243928366e-15, 0.0, 0.9999999999999982, 0.0, 0.0]"
273,Tijana didn’t even open her mouth. She just rolled her eyes at me.,6,1.0,"[0.0, 0.0, 0.0, 0.0, 3.623124549493883e-22, 0.0, 1.0, 0.0, 0.0]"
274,I sighed.,6,1.0,"[6.739426723958491e-65, 0.0, 0.0, 0.0, 1.5419486710011977e-90, 0.0, 1.0, 0.0, 0.0]"
275,"He looked at the photo, and I saw his relief.",6,1.0,"[0.0, 0.0, 0.0, 0.0, 2.9359457680561898e-24, 0.0, 1.0, 0.0, 0.0]"
276,"Over Agim’s shoulder I could see, through the gritty windowpanes of the Old Building, Martin furtive...",6,0.9999999971279223,"[0.0, 0.0, 0.0, 0.0, 2.8720769023908346e-09, 0.0, 0.9999999971279223, 0.0, 0.0]"
277,"I wiped my face and went in for the next lesson. The duty to speak when Miri couldn’t, to make sense...",4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
278,"Sade made a short, low keening sound that seemed not to come from her mouth.",5,1.0,"[0.0, 0.0, 6.652589092667416e-48, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
279,"It was strange on the Western Heights, you could see both town and sea, one seeming to hold the othe...",5,0.9999999996154614,"[0.0, 0.0, 3.845375162625654e-10, 0.0, 0.0, 0.9999999996154614, 0.0, 0.0, 0.0]"
280,"Miranda had known the address of the detention centre before she had come, she knew that the place w...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
281,"When Anna met Andrew she was wearing a cream-coloured dress, the material having been the cheapest s...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
282,"His manners were strange. He didn’t speak to her, but he looked at her for longer than was polite, a...",5,0.9999999949628986,"[0.0, 0.0, 5.037100458208742e-09, 0.0, 0.0, 0.9999999949628986, 0.0, 0.0, 0.0]"
